Frame,root_translateX,root_translateY,root_translateZ,root_quatW,root_quatX,root_quatY,root_quatZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_pitch_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_pitch_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,head_yaw_joint_dof,head_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_pitch_joint_dof,right_wrist_yaw_joint_dof
14,0.0007114413662,0.01787186336,0.6124377012,0.6889162163,0.008309439025,0.01885714342,-0.7245480027,-0.2877298538,0.06255610138,0.06543014646,0.5365216972,-0.3415410702,-0.04947739388,-0.265556681,-0.009697440078,0.06291883142,0.4534317556,-0.2393090608,0.07603415402,-0.01795041412,0,-0.1742759974,-0.01587179824,0.2013796954,-0.6011438374,-0.4750673354,-0.3668070492,-0.09720087202,-0.2397614804,1.00894394,-0.4239423276,-0.05339886844
15,0.000792446721,0.0179331116,0.612418532,0.6889157477,0.008235125296,0.01883604259,-0.7245498456,-0.287714601,0.0624738447,0.0655710474,0.536696434,-0.341702938,-0.0493253395,-0.265532136,-0.0098424973,0.0628084689,0.453518122,-0.239411205,0.0750528723,-0.0179297552,0,-0.174276605,-0.0158835314,0.20153445,-0.601148248,-0.475085914,-0.366816938,-0.0972134098,-0.239844158,1.00897133,-0.424013168,-0.0534075163
16,0.0008533178596,0.01793558932,0.6124012352,0.6889534874,0.008185017432,0.01880593771,-0.72451531,-0.287593532,0.06240457072,0.06574332562,0.5366890668,-0.3415802362,-0.04934241324,-0.2654804768,-0.009901304916,0.06309072522,0.4536331954,-0.2396644886,0.07577085046,-0.01786050016,0,-0.1742773262,-0.01589645334,0.2017145576,-0.6011552454,-0.475106579,-0.3668298184,-0.09722723958,-0.239940259,1.009005048,-0.4240953624,-0.05341677888
17,0.0008773742124,0.01794701554,0.6124229674,0.6889990773,0.008160880446,0.01877911465,-0.7244729231,-0.2876177608,0.0623005763,0.0656434506,0.5368694068,-0.3416253806,-0.04912094696,-0.2654632268,-0.01000675281,0.06308621022,0.453816748,-0.2398610534,0.076345925,-0.01778405346,0,-0.174277827,-0.01590499806,0.2018405442,-0.601161242,-0.4751203892,-0.36683982,-0.09723643662,-0.2400074572,1.00902903,-0.4241526842,-0.05342333916
18,0.0009289739186,0.01787992974,0.612432754,0.6889996289,0.008145946495,0.01874124266,-0.7244735473,-0.287739551,0.062103077,0.0652694523,0.5372086048,-0.3419276948,-0.04842383864,-0.2653612136,-0.01025631706,0.0625670835,0.4538173438,-0.239730507,0.0762134328,-0.01771326284,0,-0.17427851,-0.01591471878,0.2020126966,-0.601174414,-0.4751386882,-0.3668554066,-0.09724966734,-0.2400995072,1.009062818,-0.4242309514,-0.05343364848
19,0.00103277189,0.01798978228,0.6123812798,0.6889977432,0.008070147571,0.01862565365,-0.7244791699,-0.2875677762,0.06194495034,0.06540289968,0.537272346,-0.3420557018,-0.04837056694,-0.2652674972,-0.0104442438,0.06251441388,0.4538268148,-0.2399356846,0.07610803846,-0.01760567094,0,-0.1742798716,-0.01593141482,0.2023539934,-0.6012067316,-0.4751750584,-0.3668877482,-0.09727374908,-0.2402843146,1.009134126,-0.4243849874,-0.05345346928
20,0.00106596004,0.0180665646,0.612328589,0.6890367599,0.007988654699,0.0185176909,-0.7244457329,-0.287383944,0.0617924109,0.0656519681,0.537175357,-0.341955066,-0.0486300588,-0.265277982,-0.0105738398,0.0626901835,0.453919321,-0.240190282,0.0760850012,-0.0175135806,0,-0.174281195,-0.0159455314,0.202688098,-0.601245463,-0.475211084,-0.366920829,-0.0972923711,-0.240469232,1.00921071,-0.424533099,-0.0534695126
21,0.001158234776,0.01809038518,0.612381494,0.6890524696,0.00796730746,0.01846187115,-0.7244324506,-0.2871778128,0.0615932174,0.06550957416,0.5369662042,-0.3414577182,-0.04835632594,-0.2654097374,-0.01067567824,0.06279332194,0.4546867014,-0.239831799,0.07629387082,-0.01747778282,0,-0.174282339,-0.01595533976,0.2029773922,-0.6012908336,-0.475240958,-0.366953552,-0.097307837,-0.2406333504,1.00928209,-0.4246583522,-0.05347920434
22,0.001145168138,0.01795139348,0.6124459028,0.6890607296,0.007957671896,0.01841645472,-0.7244258558,-0.2870197352,0.06141104628,0.06547907892,0.5369027616,-0.3413065734,-0.0481639996,-0.2654479146,-0.01084150744,0.06283320482,0.4551124154,-0.2397088974,0.07654144762,-0.0174736638,0,-0.1742834988,-0.01596383192,0.2032687516,-0.6013421058,-0.4752702234,-0.3669887424,-0.09732451736,-0.240801066,1.009354972,-0.424784148,-0.05348825528
23,0.00126872195,0.01801417544,0.6123913166,0.6890813777,0.00788492126,0.01836522175,-0.7244083113,-0.2869656266,0.06134585962,0.06567479076,0.5372945426,-0.3419135986,-0.04824991078,-0.265113181,-0.0110639293,0.06268593672,0.454633814,-0.2400721076,0.07676302794,-0.0174863506,0,-0.174284491,-0.01597008,0.203515086,-0.6013837818,-0.4752946498,-0.367017996,-0.09733841272,-0.2409434466,1.009414556,-0.4248920324,-0.05349871818
24,0.001383476404,0.01808907802,0.6122861982,0.689108534,0.007796353848,0.01823278772,-0.7243867826,-0.2869017004,0.06110562088,0.06576686502,0.537771964,-0.3422677518,-0.04811208996,-0.264703554,-0.01139017656,0.06249727384,0.454331917,-0.2404189616,0.07691816244,-0.01755113378,0,-0.1742865652,-0.01598044374,0.2040225566,-0.601468587,-0.4753454806,-0.3670780602,-0.09736497398,-0.2412414194,1.009538674,-0.4251167,-0.05352386608
25,0.00142281421,0.018061446,0.612313867,0.6890986601,0.007741911851,0.0181540792,-0.7243987361,-0.286972314,0.0609004535,0.0657157302,0.538124204,-0.34230721,-0.0479430668,-0.264489383,-0.0115894172,0.0624319091,0.454153508,-0.240463272,0.0770310834,-0.0176126435,0,-0.174287722,-0.0159856994,0.204307199,-0.601522923,-0.475374281,-0.367114872,-0.0973800942,-0.241413847,1.00961578,-0.425241649,-0.0535351261
26,0.001485748496,0.01816625816,0.6124047518,0.6890527186,0.007670063875,0.01801986646,-0.7244465512,-0.2865072848,0.06066330672,0.06546530128,0.5374302744,-0.3415157796,-0.04811437056,-0.264860165,-0.01177508046,0.06272455306,0.455065817,-0.2397780984,0.07744199336,-0.01773432008,0,-0.1742892744,-0.0159909345,0.2046830028,-0.6016052246,-0.4754132684,-0.367166406,-0.09739845694,-0.2416468086,1.009717988,-0.4254056696,-0.05355036108
27,0.001546744418,0.01822094206,0.6123733046,0.6889992845,0.007598761598,0.01788101959,-0.7245015624,-0.2861990748,0.06047718522,0.06533805874,0.5371298314,-0.3411873876,-0.04803973216,-0.2650260926,-0.01194571816,0.06303645822,0.455598396,-0.2394734022,0.07774478048,-0.01789302674,0,-0.174290955,-0.01599518096,0.205082044,-0.601700294,-0.4754562082,-0.3672228338,-0.09741658714,-0.2418986378,1.009825202,-0.425579816,-0.05356798396
28,0.001580338858,0.01827720146,0.6123105766,0.6889784327,0.007526564778,0.01780342833,-0.7245240562,-0.2863926232,0.06040902958,0.06540040526,0.5378618238,-0.3419113282,-0.04750898702,-0.2647249636,-0.01208209338,0.06316775824,0.4552521172,-0.24007844,0.07777049836,-0.01801674178,0,-0.1742919352,-0.0159982465,0.2053120552,-0.601757288,-0.4754831252,-0.3672556998,-0.09742792694,-0.2420475812,1.009888916,-0.4256806074,-0.053578005
29,0.001634701552,0.01830029972,0.612316227,0.6889423054,0.007456451496,0.01772237897,-0.7245611212,-0.2864354072,0.06028432028,0.06537178456,0.5382376194,-0.3421216012,-0.04717867224,-0.2646143018,-0.01225249338,0.06295916736,0.4552335862,-0.2402282028,0.07752624152,-0.0181699455,0,-0.1742929998,-0.01600159632,0.205559313,-0.6018207432,-0.4755132078,-0.3672916832,-0.09744159876,-0.2422111004,1.00995982,-0.4257891654,-0.05358708498
30,0.00171395333,0.0183684081,0.612336278,0.6888608722,0.007362881922,0.0176338474,-0.7246416592,-0.286228895,0.0601798408,0.0654343516,0.538180172,-0.341872424,-0.0471485928,-0.264620841,-0.0123865586,0.0627539977,0.455433011,-0.23994346,0.0771645308,-0.0183443259,0,-0.174294159,-0.0160036255,0.205829367,-0.601896703,-0.475545108,-0.36733377,-0.0974592939,-0.242394403,1.01003993,-0.425907224,-0.0535925515
31,0.001715307592,0.0184779562,0.6123551846,0.6888360356,0.007266164352,0.01752176225,-0.7246689636,-0.2858612774,0.06015460044,0.06566532106,0.5377281786,-0.3412616312,-0.04778767676,-0.2649022636,-0.01238323584,0.06333007066,0.4561758998,-0.2394648968,0.07696245162,-0.01850211842,0,-0.1742954044,-0.01600274182,0.2061176482,-0.6019807338,-0.475576705,-0.3673793198,-0.09747864012,-0.2425914142,1.010124396,-0.4260335268,-0.05359854398
32,0.001707574932,0.01854527222,0.612338328,0.6888351376,0.007208904994,0.01744708562,-0.7246721908,-0.2856567382,0.06010264458,0.06572383192,0.5374748706,-0.3410118702,-0.0482555501,-0.264946884,-0.01242078842,0.06360504924,0.4563676056,-0.2392357526,0.07738801686,-0.01860895716,0,-0.1742961644,-0.01600108224,0.2062923702,-0.602033174,-0.4755952538,-0.3674072684,-0.09749025852,-0.2427114484,1.010174702,-0.4261102972,-0.05360328476
33,0.001778898156,0.01853914746,0.6123139384,0.688753602,0.007117244048,0.01728009551,-0.7247545922,-0.2853647534,0.0599958755,0.06578653602,0.5377513174,-0.3415312828,-0.0481886588,-0.2643598796,-0.01260110664,0.0633766621,0.4558110002,-0.2395569504,0.0786968157,-0.01901632924,0,-0.174298355,-0.01599517988,0.206783104,-0.6021908162,-0.4756527724,-0.3674897252,-0.0975232229,-0.243060523,1.010323214,-0.4263280034,-0.0536185481
34,0.001808076304,0.01856091732,0.612319815,0.6887181684,0.007067513984,0.01720937118,-0.7247904334,-0.2853242692,0.06002494694,0.06603117586,0.5379481672,-0.3416177272,-0.04778018596,-0.2643293562,-0.01257434634,0.0635928437,0.4559465232,-0.2394288392,0.07878539858,-0.01921729338,0,-0.174299386,-0.01599168334,0.2070098164,-0.6022664784,-0.4756805778,-0.3675289574,-0.0975377455,-0.2432251156,1.010394736,-0.4264292178,-0.0536259167
35,0.00178273336,0.0187033787,0.612309813,0.6887358652,0.006974754482,0.017104282,-0.7247770032,-0.285261422,0.0600583963,0.0663564056,0.538095832,-0.341396213,-0.0472536609,-0.264463216,-0.0125362817,0.0639655888,0.456511766,-0.239098474,0.0782364011,-0.0194988102,0,-0.174300686,-0.0159842074,0.207296625,-0.60236603,-0.475713104,-0.367579669,-0.0975513458,-0.243433312,1.0104841,-0.426555812,-0.0536364317
36,0.0018054212,0.01882478858,0.6122866988,0.6887315384,0.006871193768,0.01700131014,-0.7247845267,-0.2852914096,0.06000632124,0.06634922922,0.538315499,-0.3413354218,-0.0472942747,-0.2642488658,-0.01261491556,0.0638387263,0.4561416864,-0.2389479162,0.07837034316,-0.0197383743,0,-0.1743019104,-0.01597635858,0.2075629146,-0.6024622562,-0.4757437828,-0.36762743,-0.09756134454,-0.2436281208,1.010564188,-0.426673341,-0.05364987104
37,0.00186079771,0.0189346567,0.612306857,0.6887107352,0.00679222751,0.01693087073,-0.7248066876,-0.2853205738,0.05996539518,0.06633995622,0.5384230254,-0.3411878942,-0.04737137332,-0.2641696212,-0.01267797682,0.06371046006,0.4559564174,-0.2388675686,0.07860749366,-0.01989264008,0,-0.1743028102,-0.0159705449,0.2077557712,-0.6025338888,-0.4757669626,-0.3676623884,-0.09756757318,-0.2437705908,1.010620594,-0.4267588672,-0.05366148652
38,0.001853925362,0.01895667984,0.612316775,0.6886894874,0.006755939152,0.01689533243,-0.7248280451,-0.2852458118,0.05996746424,0.06642288564,0.5382368088,-0.3408270476,-0.04731945472,-0.2642415044,-0.01268399938,0.0636695176,0.4560976146,-0.2387313964,0.07880712448,-0.01997644898,0,-0.1743032576,-0.01596772042,0.207849598,-0.6025695444,-0.4757791402,-0.367679793,-0.09757015708,-0.2438413828,1.010646966,-0.4268009726,-0.0536667496
39,0.00181824595,0.0190633584,0.6123445392,0.6886690231,0.006698970773,0.01685037368,-0.7248490639,-0.2850432632,0.06005463378,0.0665776625,0.5379276036,-0.3405888856,-0.04775099378,-0.2644683126,-0.01259094294,0.06403920202,0.4566784736,-0.238728276,0.07871041296,-0.02009788712,0,-0.1743039724,-0.01596313158,0.207997504,-0.602625728,-0.4757991494,-0.3677074258,-0.09757333846,-0.2439546496,1.010689042,-0.4268678548,-0.05367459802
40,0.0018149846,0.0191995353,0.61232096,0.6886831053,0.006618598963,0.01681714391,-0.7248371943,-0.284960866,0.0601938665,0.0665876418,0.537796676,-0.340473205,-0.0482249595,-0.264602184,-0.0124431858,0.064373903,0.457075357,-0.23870793,0.0784117728,-0.0202089678,0,-0.174304843,-0.015957389,0.208179399,-0.602694273,-0.475824654,-0.367741793,-0.0975748375,-0.244096071,1.01074314,-0.426949918,-0.053685721
41,0.00185562365,0.01933120788,0.6122696518,0.6886428128,0.006507650248,0.01675197623,-0.7248779884,-0.285410595,0.06018890444,0.0663271427,0.5386639478,-0.3405454698,-0.04743996488,-0.2642698884,-0.01251087356,0.06383669526,0.456245619,-0.238692027,0.07801536472,-0.02037102282,0,-0.174306047,-0.0159475971,0.208430904,-0.6027914282,-0.4758597848,-0.3677906092,-0.09757246968,-0.244293472,1.01082032,-0.427061713,-0.05370195808
42,0.00188995737,0.01941104976,0.6123010516,0.6885960468,0.006440566242,0.01670599462,-0.724924074,-0.2856446566,0.06022891252,0.06630202238,0.5390612246,-0.3404466806,-0.04710443022,-0.2642055748,-0.01250094028,0.06372055858,0.4559701678,-0.2385020464,0.07793437838,-0.02047710048,0,-0.1743068662,-0.01594003438,0.2085987482,-0.602857184,-0.475883162,-0.3678237136,-0.0975683585,-0.2444259612,1.010872724,-0.427135563,-0.05371323602
43,0.001858708562,0.01946328204,0.6123641256,0.6886067034,0.006398015906,0.01669895149,-0.7249144904,-0.2852823318,0.06038610116,0.0666448921,0.538270545,-0.339897722,-0.04785820622,-0.2644945028,-0.01230496356,0.06437930612,0.4566724538,-0.2379056362,0.07834944428,-0.0205435686,0,-0.1743075162,-0.01593421732,0.208728808,-0.6029069544,-0.4759021994,-0.3678488436,-0.09756198674,-0.2445294704,1.010911774,-0.4271929386,-0.05372401852
44,0.001818791914,0.0195437055,0.612374675,0.688640841,0.006345052968,0.016687556,-0.724882789,-0.2852033018,0.06051209124,0.06695936172,0.5381767632,-0.3397732616,-0.04777904672,-0.2645995854,-0.01215840598,0.06441969422,0.4569095432,-0.2375998112,0.07843772468,-0.02064435484,0,-0.1743083778,-0.01592639946,0.2089004724,-0.6029723164,-0.4759279428,-0.3678813102,-0.09755304158,-0.2446666808,1.010962654,-0.4272691192,-0.05373809636
45,0.00181388448,0.0196255222,0.6123541,0.6886593616,0.006277609067,0.01666923959,-0.7248662026,-0.285356849,0.06058814,0.0672179982,0.538553894,-0.339931488,-0.0472040586,-0.264560312,-0.0120922439,0.0640739352,0.45670563,-0.237498924,0.0782776847,-0.0207961425,0,-0.174309194,-0.0159181524,0.209065199,-0.603036344,-0.475952625,-0.367911398,-0.097547017,-0.244799465,1.01101255,-0.427342445,-0.0537477732
46,0.001889472366,0.01979972798,0.612280631,0.688622286,0.00613883081,0.01665343366,-0.7249029764,-0.285953212,0.06072259394,0.06703740506,0.5395323634,-0.3404680194,-0.0468910538,-0.264069581,-0.01207645796,0.06360538748,0.4555219888,-0.2373483748,0.07804625336,-0.0211052608,0,-0.1743112414,-0.01589501128,0.2094716664,-0.6031921984,-0.4760141788,-0.3679813684,-0.09752801806,-0.2451265812,1.011130836,-0.4275256158,-0.05376830098
47,0.001929041816,0.01989942228,0.6123317836,0.6885938463,0.006073858045,0.01664918104,-0.7249306365,-0.2862628282,0.06077935696,0.06696729514,0.5399504422,-0.340660691,-0.04683777092,-0.2639832082,-0.01207159704,0.06356424092,0.4551693204,-0.2372340586,0.07795511182,-0.02121174598,0,-0.1743121714,-0.01588369016,0.2096535028,-0.603260696,-0.4760423838,-0.368011302,-0.0975168824,-0.2452732954,1.011181208,-0.427608573,-0.05377804414
48,0.001890622476,0.0199510861,0.6123803258,0.6885958615,0.006066944961,0.01666741318,-0.7249283613,-0.2860419574,0.06091391224,0.06720695946,0.5395268436,-0.340272778,-0.0471444674,-0.2643396078,-0.01190587042,0.06410391332,0.4559167384,-0.236880231,0.07809905556,-0.0212753888,0,-0.174312681,-0.01587688062,0.2097534358,-0.6032971616,-0.4760582266,-0.3680270378,-0.09751104116,-0.2453550394,1.0112097,-0.4276546122,-0.05378392116
49,0.00189089922,0.02002366188,0.612370598,0.6886157005,0.006031141857,0.01667780166,-0.7249095759,-0.2861833514,0.0610069968,0.06709345134,0.5395176292,-0.3398679614,-0.04728209156,-0.2644875528,-0.0117567556,0.06417871264,0.4559774754,-0.2363526938,0.07843078072,-0.02136799958,0,-0.1743134376,-0.01586613208,0.2098965108,-0.6033448338,-0.476082176,-0.3680473146,-0.09750399144,-0.2454752772,1.011251524,-0.4277221318,-0.05379343482
50,0.0018553565,0.0201692395,0.612341523,0.688622697,0.00592257068,0.0167226787,-0.724902791,-0.286722988,0.0612341277,0.0667415932,0.53999877,-0.339591235,-0.0473248735,-0.264382392,-0.0114858728,0.0639429092,0.455273986,-0.235646963,0.0786400959,-0.0215585846,0,-0.174316034,-0.0158275366,0.210377574,-0.603492975,-0.476166576,-0.368109077,-0.0974795744,-0.245884269,1.01138937,-0.427957118,-0.0538279004
51,0.001892085284,0.02037179994,0.61231339,0.6886048187,0.005838061664,0.01679272951,-0.7249188403,-0.2873714506,0.06141560974,0.06650779394,0.5405725356,-0.339737523,-0.04733189938,-0.2644425212,-0.0112877108,0.06388571412,0.4548018994,-0.2357981176,0.07786259202,-0.02163757086,0,-0.1743183612,-0.01578832678,0.2108002396,-0.6036218046,-0.4762418808,-0.368161738,-0.0974561855,-0.2462449996,1.011505794,-0.4281696382,-0.05386382938
52,0.001941540464,0.02053175046,0.6123362782,0.6885943033,0.005810347733,0.01688748858,-0.7249268501,-0.2879042086,0.06156856042,0.06636402456,0.5408665534,-0.3397859098,-0.04741769208,-0.2647465524,-0.01110560966,0.06394194218,0.4547439696,-0.2358126732,0.07744123342,-0.02167276816,0,-0.1743206828,-0.0157461151,0.211215568,-0.6037511352,-0.4763171432,-0.368213105,-0.09743258654,-0.2466003746,1.011616324,-0.4283827898,-0.05390408634
53,0.001897926556,0.02062536332,0.6123257874,0.6886124327,0.005808777591,0.01693433484,-0.7249085487,-0.288004994,0.06171924028,0.06635569482,0.540658689,-0.3395141062,-0.04763923136,-0.265117359,-0.0109255599,0.06404527278,0.4551449236,-0.2352765856,0.07789092064,-0.02167813292,0,-0.1743220804,-0.01571894772,0.2114601996,-0.60382539,-0.4763639448,-0.3682391044,-0.09741901454,-0.2468148734,1.011680222,-0.4285115004,-0.05392930954
54,0.001930791114,0.02073711638,0.612325418,0.6886710391,0.005775321441,0.01706328145,-0.7248501156,-0.2887076678,0.06198883952,0.06606916488,0.5412535786,-0.3396377744,-0.04738372936,-0.2651616332,-0.01063042,0.0639593586,0.4545163394,-0.2345469712,0.07830919176,-0.0216498971,0,-0.1743249236,-0.01566583068,0.2119436472,-0.6039663198,-0.4764638424,-0.3682853102,-0.09739285556,-0.247244826,1.011798456,-0.428772765,-0.05398540494
55,0.0019398696,0.0209209938,0.612361431,0.6887219094,0.005756486293,0.01726551801,-0.7247971414,-0.289816558,0.0622699037,0.0656346604,0.542263985,-0.339969724,-0.0469110236,-0.265158653,-0.0103158951,0.0638164803,0.453385919,-0.233795941,0.0785259679,-0.0215858147,0,-0.174329028,-0.0155978315,0.212624937,-0.604161024,-0.476615906,-0.368352503,-0.0973577201,-0.247850552,1.01195157,-0.429152906,-0.0540766306
