Frame,root_translateX,root_translateY,root_translateZ,root_quatW,root_quatX,root_quatY,root_quatZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_pitch_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_pitch_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,head_yaw_joint_dof,head_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_pitch_joint_dof,right_wrist_yaw_joint_dof
10,0.0104453014,0.0330415741,0.611573696,0.6590808509,0.0210174859,0.0212950423,-0.7514766919,-0.235796303,0.0577094629,0.231065035,0.463614643,-0.315304399,-0.012730415,-0.297096163,-0.030350063,-0.00583256641,0.482837051,-0.283514798,0.00914617907,-0.00448153354,0,-0.174301669,0.0814919099,0.148049891,-0.0557948761,-0.538617611,-0.18006736,0.0361513421,-0.177560583,0.436372101,-0.599037528,0.200487211
11,0.0104422292,0.03303935976,0.6115351318,0.6590993671,0.0210814156,0.02136876402,-0.7514565683,-0.236408168,0.05774602074,0.2308391664,0.4644208492,-0.3157192708,-0.01231523158,-0.2974650442,-0.0303393662,-0.005784979834,0.4831848442,-0.2838126306,0.009218104554,-0.004453045596,0,-0.1743025836,0.08153603376,0.1484320284,-0.05586041958,-0.5385384918,-0.1801070484,0.03612512498,-0.177829364,0.4363817038,-0.5990258456,0.2004828124
12,0.0104807582,0.03303192632,0.6115214584,0.6591155149,0.0211388114,0.02143587678,-0.7514388809,-0.237051502,0.05778650866,0.230599862,0.4653986094,-0.316320372,-0.01184474228,-0.2978684606,-0.03034509422,-0.005701863582,0.4836629448,-0.2841223358,0.009222572484,-0.004394259492,0,-0.1743033466,0.08156773594,0.1487471942,-0.05591578636,-0.53847692,-0.1801416636,0.0361071035,-0.178045449,0.4363950968,-0.5990159628,0.2004776118
13,0.010509935,0.03302048296,0.611489856,0.6591290987,0.02121147929,0.02151392367,-0.7514226876,-0.2377351374,0.0578071274,0.2303309112,0.4663816092,-0.3171425342,-0.01147533916,-0.2983807382,-0.0303566344,-0.00556035284,0.4842563692,-0.2843680144,0.009182826986,-0.004311762008,0,-0.1743043422,0.08160330656,0.1491559448,-0.0559877172,-0.5384014128,-0.1801870312,0.03608798164,-0.1783207564,0.4364115356,-0.5990016458,0.2004660964
14,0.01055075958,0.03300963048,0.611454761,0.6591441526,0.02128292958,0.02159517448,-0.7514051314,-0.2383504778,0.05782170596,0.230145782,0.4672095598,-0.3173473242,-0.0109357238,-0.2989242912,-0.03039285578,-0.005419270692,0.4849563896,-0.2847746966,0.009187986328,-0.00419941852,0,-0.1743053854,0.0816337675,0.1495827466,-0.0560614958,-0.5383276344,-0.1802347094,0.03607148756,-0.1786055894,0.4364258054,-0.5989849088,0.2004496572
15,0.010595995,0.0329859443,0.611415744,0.6591663841,0.0213228683,0.0216600928,-0.7513826281,-0.238852337,0.0578313656,0.230002314,0.467911243,-0.31728518,-0.0103710052,-0.299338102,-0.0304496344,-0.00534023764,0.485564351,-0.285162985,0.0092132166,-0.0040549715,0,-0.174306139,0.0816494301,0.149886623,-0.0561111011,-0.538279533,-0.180269301,0.0360607617,-0.178810433,0.436433256,-0.598971486,0.200436845
16,0.01068329498,0.0330349177,0.6113996506,0.6591927769,0.0213576041,0.02174493406,-0.7513560365,-0.2395260332,0.05775448386,0.229671848,0.468642658,-0.3179054736,-0.01021401286,-0.2997258248,-0.03051961214,-0.005301983002,0.4858499884,-0.2851070764,0.009182861446,-0.003759219544,0,-0.1743076564,0.08166996236,0.1504829704,-0.05620711444,-0.5381923914,-0.180337912,0.0360388525,-0.1792175682,0.4364406824,-0.5989444732,0.200406781
17,0.01077697572,0.0330308415,0.6113837006,0.6592027028,0.02137257403,0.02181198765,-0.7513449586,-0.2400117728,0.05768412498,0.229475951,0.4692830684,-0.3185163078,-0.009758730412,-0.2999138412,-0.03060012086,-0.005311099906,0.48591159,-0.2850270094,0.009249771384,-0.00357979783,0,-0.1743086544,0.08167869746,0.1508680554,-0.05626946986,-0.5381389262,-0.1803824214,0.03602339254,-0.1794842902,0.436441952,-0.5989270328,0.2003842982
18,0.01087506744,0.0329935573,0.6113799216,0.6592098463,0.02141540118,0.02190190882,-0.7513348558,-0.2404785004,0.05763733312,0.2293843804,0.4700770316,-0.3190594728,-0.008700059352,-0.3001230416,-0.0307169221,-0.005339828876,0.4860646488,-0.285240358,0.0095189834,-0.00341475233,0,-0.1743098262,0.08168543134,0.1513112664,-0.05634176954,-0.5380790234,-0.1804328976,0.03600282746,-0.1797967704,0.4364410936,-0.598907554,0.2003570976
19,0.0109538998,0.03295750618,0.6113464836,0.6592122353,0.021432094,0.0219749798,-0.7513301501,-0.2407324286,0.05755409748,0.229280725,0.4703982946,-0.3193505528,-0.008368450032,-0.3002422514,-0.03082151562,-0.00530257858,0.4860865594,-0.2854247098,0.009874071928,-0.003305649476,0,-0.1743108656,0.08169085088,0.151689538,-0.05640426652,-0.5380269406,-0.1804752978,0.03598242254,-0.180067742,0.4364415112,-0.59889245,0.2003345372
20,0.0110882912,0.0329530351,0.611329317,0.659210872,0.0214268792,0.0220473412,-0.751329375,-0.240938634,0.0574554354,0.229139403,0.470562309,-0.319539517,-0.00841566082,-0.300307006,-0.0309201479,-0.0052252952,0.485991418,-0.285524428,0.0102890711,-0.00319942832,0,-0.1743121,0.0816987827,0.152126774,-0.0564774796,-0.537963688,-0.180523813,0.0359557793,-0.180384427,0.436445862,-0.598877847,0.200310066
21,0.01124768892,0.03296055718,0.6113214494,0.659201282,0.02141145893,0.02212754907,-0.7513358708,-0.2412955644,0.0573617734,0.229022664,0.4710750698,-0.3198473214,-0.00810106173,-0.3003206016,-0.03104654734,-0.005176653062,0.4857816456,-0.2854087536,0.0106791038,-0.003131796092,0,-0.1743132744,0.08170893942,0.1525354324,-0.05654428004,-0.5379003528,-0.1805661828,0.03592742906,-0.1806823908,0.4364537296,-0.5988680602,0.2002868686
22,0.01139840022,0.03293600234,0.6113069656,0.6591832015,0.0214116211,0.0222166906,-0.7513490987,-0.2417849452,0.05722271952,0.228880835,0.4718075516,-0.320392072,-0.007410035842,-0.3003816132,-0.031216231,-0.005083568578,0.4855652094,-0.2852874454,0.0110244766,-0.003077993724,0,-0.1743147518,0.08172327426,0.1530370294,-0.05662321746,-0.5378191234,-0.1806145224,0.03588985874,-0.1810477074,0.436464703,-0.598859334,0.200256097
23,0.01162386126,0.0329363972,0.6112925648,0.6591491351,0.02146168464,0.02232046272,-0.751374481,-0.2424780456,0.05695075096,0.2286831738,0.4727965952,-0.321277207,-0.006227684858,-0.3006961286,-0.03148777408,-0.004841134042,0.4856095968,-0.2853227674,0.0113482809,-0.003011387538,0,-0.1743176402,0.08175119904,0.1539939852,-0.05676669926,-0.5376575706,-0.1807003768,0.0358137153,-0.181738195,0.436482042,-0.5988481762,0.2001901684
24,0.01185776852,0.03302637412,0.6112273812,0.6591213235,0.02154219931,0.02239632901,-0.7513943166,-0.2436881718,0.05657576918,0.2281942188,0.4744137104,-0.3220290482,-0.005162254254,-0.3013428866,-0.03193021638,-0.004419803062,0.4858979348,-0.2854699788,0.0119486464,-0.002844109298,0,-0.1743218036,0.08178479224,0.155312577,-0.0569538191,-0.5374265672,-0.1808054808,0.03570401892,-0.1826886088,0.4364925622,-0.5988365886,0.200083274
25,0.0121071618,0.0332182683,0.611139715,0.659128586,0.0216722445,0.0224612311,-0.7513822689,-0.245423958,0.0561767742,0.227366596,0.476646543,-0.322829336,-0.00428286754,-0.302525938,-0.0324483998,-0.00383957825,0.486849546,-0.28595075,0.0127229048,-0.00245373975,0,-0.174326882,0.0818106234,0.156823739,-0.0571547113,-0.537152588,-0.180901855,0.0355744138,-0.183783844,0.4364703,-0.598823309,0.199930146
26,0.0121714728,0.03347444462,0.6110041498,0.6592749297,0.02185377156,0.02254428727,-0.7512461214,-0.2480838178,0.05618197394,0.2259054212,0.4802931252,-0.3245060564,-0.003860581948,-0.304541856,-0.0327628419,-0.003277920232,0.4892512918,-0.287297428,0.01340681466,-0.00176903624,0,-0.1743324604,0.08181109726,0.158361608,-0.05738007354,-0.5368708612,-0.1809918672,0.03543722408,-0.1849036124,0.4363524022,-0.598806977,0.1997167644
27,0.01220553704,0.03371711896,0.6108023408,0.659610776,0.02213728427,0.02278086989,-0.7509358141,-0.2517386794,0.05641618672,0.2236186144,0.4851150748,-0.326898986,-0.00364907663,-0.307063109,-0.03301193042,-0.003082772528,0.4923324704,-0.289193326,0.01411050632,-0.0008762495356,0,-0.1743409516,0.08175778984,0.1604941996,-0.05777769236,-0.5364832046,-0.1811410638,0.03523101734,-0.1864547168,0.4359836342,-0.598787379,0.1993015674
28,0.01220499466,0.03382022082,0.6105593562,0.6602095123,0.02245872169,0.02316929768,-0.7503880259,-0.2561012748,0.05676464212,0.2204704076,0.4908582326,-0.32990759,-0.00363799459,-0.3097051916,-0.03328329028,-0.003619641442,0.4958502236,-0.2916088578,0.01487612276,-0.000181740781,0,-0.1743521124,0.08159569202,0.1629560206,-0.05844127832,-0.5360283018,-0.1814227786,0.03496705886,-0.1882155182,0.435100573,-0.5987791064,0.1985354988
29,0.0123101441,0.03378899324,0.6102365614,0.6615581201,0.02285932224,0.02380013398,-0.7491674437,-0.2616614402,0.05679491908,0.215101546,0.4977689386,-0.3337666034,-0.003685120026,-0.31250934,-0.03415651546,-0.005979617404,0.5000135776,-0.2948606434,0.01610968448,-0.0005194522554,0,-0.1743752122,0.08102385552,0.1670041174,-0.05999216732,-0.5352068542,-0.1820871982,0.0343663752,-0.1910498858,0.4326431454,-0.5989009976,0.1965298562
30,0.012551154,0.0335096605,0.609910846,0.6634309081,0.023165296,0.0243799641,-0.7474813821,-0.266650021,0.0561783612,0.208632663,0.504154861,-0.337766349,-0.00381176919,-0.314486623,-0.0358066149,-0.00980758667,0.504083097,-0.298544258,0.0178034939,-0.00163305155,0,-0.174403459,0.0800186694,0.170427099,-0.0619145595,-0.534258068,-0.182867572,0.0335806049,-0.193442196,0.429112852,-0.599245608,0.193600744
31,0.0129920395,0.03300160912,0.6096028806,0.6654553263,0.02326835859,0.0247196317,-0.7456652948,-0.2695140542,0.05474881236,0.2022434594,0.508587432,-0.3415908518,-0.00412475718,-0.3149283406,-0.03827039448,-0.01438385528,0.5073445678,-0.3022913336,0.0199579168,-0.002078046698,0,-0.1744286328,0.07890754042,0.1721607328,-0.06331059488,-0.5333256962,-0.1833132358,0.03302000312,-0.1948871852,0.425560117,-0.5995060444,0.1905568838
32,0.01360603984,0.03226001112,0.6093235492,0.6675843694,0.0232549485,0.0248400973,-0.7437562011,-0.2706273912,0.05246676504,0.1961204472,0.5114782928,-0.3454622982,-0.004453654774,-0.3142613772,-0.04152854156,-0.0194608282,0.5103741648,-0.3062613484,0.02231797166,-0.00237090513,0,-0.1744521496,0.07777425794,0.1729312982,-0.06400218306,-0.5322557926,-0.1833320554,0.03283418344,-0.1959945172,0.4221055746,-0.59944284,0.1874377876
33,0.01445927822,0.0311753426,0.6090672014,0.6697508965,0.02316900523,0.02472856534,-0.7418122619,-0.269980109,0.04926659618,0.1905243066,0.512871778,-0.3494928298,-0.004733448852,-0.3127097842,-0.0456263147,-0.02478220502,0.5135179876,-0.310560411,0.02478152696,-0.00267915921,0,-0.174474755,0.07670226692,0.1730645748,-0.06368015708,-0.5308920146,-0.1828986942,0.0332254045,-0.197109029,0.4191446122,-0.5987208364,0.1843473942
34,0.01547423902,0.02990261168,0.6088344932,0.6719120987,0.02306426161,0.02442509548,-0.7398686277,-0.2681372222,0.04532842114,0.1855269794,0.5131270646,-0.3530144274,-0.004809355734,-0.3107448578,-0.05046545122,-0.0301391445,0.5168974042,-0.3149909616,0.02757466024,-0.003111478498,0,-0.1744979264,0.0756448507,0.172589338,-0.06173767374,-0.5289931418,-0.1814980778,0.034390568,-0.1982531158,0.4165100758,-0.5969208598,0.1809530646
35,0.0167071279,0.0284959991,0.608550787,0.6743265288,0.02299654819,0.02401415219,-0.7376843578,-0.265981823,0.0405330956,0.180095419,0.51321584,-0.356366992,-0.00422136625,-0.308542073,-0.0562278293,-0.0361497179,0.520669818,-0.319647491,0.0308126733,-0.00429689558,0,-0.174543321,0.071509026,0.171764329,-0.0556198508,-0.522242486,-0.174592435,0.0357117429,-0.199541941,0.413593382,-0.590698063,0.170738325
36,0.01816507804,0.02700782272,0.6082375882,0.6755473797,0.0228287443,0.02381577162,-0.7365781664,-0.2639987048,0.03669896274,0.1775914938,0.5149595146,-0.3611697436,-0.002241102698,-0.3070194482,-0.06095488668,-0.0389593035,0.5245784758,-0.323706424,0.03414401782,-0.001319410534,0,-0.1745453744,0.07113991084,0.1713707684,-0.054397814,-0.521573961,-0.173302227,0.03613107058,-0.1997406066,0.4132948814,-0.5892143728,0.169650671
37,0.0199258763,0.0252968915,0.6078141334,0.6770958638,0.02277565821,0.0235168577,-0.735166252,-0.2628011878,0.03174188136,0.174014735,0.5183516864,-0.3667028426,0.0007199866928,-0.3063949648,-0.06701239942,-0.04200156332,0.5308766368,-0.3287541032,0.03861042706,0.000809873431,0,-0.1745467988,0.07105362116,0.1708947778,-0.05336038988,-0.5211418274,-0.1720717904,0.03654099404,-0.2000441104,0.4127717912,-0.5874372246,0.1689085962
38,0.02207319846,0.02344221692,0.60719794,0.6790091414,0.02294650885,0.02308992059,-0.7334077305,-0.262553471,0.025325004,0.169271511,0.5235573414,-0.3729526404,0.004473196716,-0.3079478024,-0.07497850208,-0.04484288468,0.5416373372,-0.3356640336,0.0445073798,0.001698649882,0,-0.1745478954,0.07117930648,0.1702111748,-0.05273969916,-0.5210293058,-0.170752552,0.03636367098,-0.200664592,0.4123720762,-0.585487878,0.1689628158
39,0.02464976458,0.02154714648,0.606272924,0.6813127326,0.02343554978,0.02263758751,-0.7312668973,-0.2645356058,0.01731027958,0.1629844276,0.5323512914,-0.3811560034,0.008985013332,-0.3126207352,-0.08523794708,-0.04823364838,0.5580423236,-0.3440837026,0.05211518778,0.001943272798,0,-0.1745488108,0.07182334514,0.1691844494,-0.05259186106,-0.5211577894,-0.1688358756,0.03488266542,-0.2015865444,0.4122226064,-0.5833511112,0.17005254
40,0.0276859403,0.0196014121,0.604980707,0.6838294389,0.0242609814,0.0223035518,-0.7288972869,-0.268716246,0.00819988456,0.155735806,0.544426978,-0.39115116,0.0141007276,-0.322484255,-0.0974449068,-0.0508731268,0.582912326,-0.353297293,0.0607667565,0.00163229671,0,-0.17454955,0.0733518824,0.167926416,-0.0530601665,-0.521754861,-0.165260389,0.0309908036,-0.202604964,0.412364841,-0.581131041,0.172651947
41,0.03101147188,0.01758634448,0.6033860088,0.686006895,0.02550999704,0.02220783927,-0.7268084974,-0.2748124424,-0.001365485369,0.1493011772,0.5592800142,-0.4028690932,0.01972588486,-0.3394749048,-0.1106086422,-0.05037613062,0.6189167736,-0.3616747796,0.06929879488,0.001391709738,0,-0.174549907,0.076104337,0.1668057976,-0.05434823706,-0.5247025012,-0.1517187506,0.02239800806,-0.2031402884,0.4118403974,-0.57727716,0.1814286082
42,0.03410382342,0.01560107284,0.6019180656,0.687835626,0.02681303469,0.02258497012,-0.7250194011,-0.2806416452,-0.009661342296,0.14418377,0.5725286604,-0.4135455964,0.02483585028,-0.3660544216,-0.1226507962,-0.04458453726,0.6692767024,-0.3598094344,0.07803718598,0.001278954116,0,-0.174549907,0.07799976764,0.1667125162,-0.05908275096,-0.5275176526,-0.141298652,0.0159028646,-0.2029944066,0.4079432784,-0.576742041,0.1893419474
43,0.0367161609,0.013514694,0.6006768822,0.6894504666,0.02833129849,0.02354946742,-0.7233953374,-0.2862490116,-0.01637544486,0.140009135,0.583118856,-0.422338122,0.02899061772,-0.4048526526,-0.132814747,-0.03220821658,0.7378632662,-0.3436566118,0.08702948394,0.0007455092508,0,-0.174549907,0.07911765722,0.1673726738,-0.06838736536,-0.5305243728,-0.1434619516,0.00990520624,-0.20242345,0.3986555996,-0.579278207,0.1947133812
44,0.03876872662,0.01087071934,0.5996126054,0.6905990459,0.02988029222,0.02447451669,-0.7222057352,-0.2883226398,-0.02192888598,0.1376836746,0.5896432046,-0.4302900912,0.03083769158,-0.4498495158,-0.141756216,-0.01804753988,0.8167001484,-0.3172491136,0.09084708542,0.000297569073,0,-0.174549907,0.07972053736,0.1676038238,-0.07484693972,-0.5310226802,-0.1482858746,0.004999579768,-0.2011351318,0.3819279078,-0.5842021224,0.199940738
45,0.0402197354,0.00739451125,0.598820627,0.6913577882,0.03144991011,0.02545126521,-0.7213789192,-0.287347704,-0.0261857286,0.136838168,0.592472613,-0.43737182,0.0307996813,-0.499114454,-0.148363441,-0.00287039392,0.900443017,-0.286615372,0.0853217244,-0.000325139932,0,-0.174549907,0.0795958638,0.167767137,-0.0797908679,-0.529323399,-0.150412649,0.000829504745,-0.199220553,0.358432651,-0.591379642,0.207980812
46,0.0410058096,0.003419094722,0.5983043554,0.6917710106,0.03298685048,0.02671558687,-0.7208682362,-0.2836325822,-0.02843983772,0.1372368694,0.5914939642,-0.4431711498,0.02941077872,-0.5518731356,-0.1493762168,0.01174253821,0.9842251046,-0.2658093988,0.05335772782,-0.001955432768,0,-0.174549907,0.0793736175,0.1678057254,-0.08111880864,-0.5265994906,-0.152883142,-0.002737705784,-0.1971661268,0.331963569,-0.6017474176,0.2197781622
47,0.04150494856,-0.000713466179,0.5980127932,0.6924478211,0.03450071028,0.02813765731,-0.7200930415,-0.2789643526,-0.03006663806,0.1367193192,0.5883291122,-0.4478316966,0.0277500182,-0.6001207712,-0.1450016438,0.02568717746,1.047629,-0.2509642306,0.03461467402,-0.004024130666,0,-0.174549907,0.07871526334,0.1676726728,-0.08154377342,-0.5238390922,-0.1559764894,-0.00500491234,-0.1952904788,0.3036914822,-0.6152564764,0.230489838
48,0.04165785688,-0.004873843958,0.5978151918,0.6936223844,0.03596801744,0.02972103168,-0.7188260915,-0.2741621198,-0.03138263972,0.1343741444,0.5836912158,-0.4513611198,0.02627381608,-0.640810466,-0.1345387904,0.0398762494,1.081593804,-0.2432866008,0.04525331332,-0.006244351904,0,-0.174549907,0.07751967606,0.1674586624,-0.08287920652,-0.5216967578,-0.15828819,-0.005313408744,-0.194085529,0.2758654596,-0.63250922,0.233836073
49,0.041374629,-0.009276453032,0.597737944,0.6951423138,0.03747934305,0.03163463228,-0.7171971225,-0.2694571438,-0.03165658264,0.1309316844,0.5786115648,-0.4545998334,0.02443698644,-0.6781837942,-0.12560533,0.045455008,1.093449164,-0.2325190484,0.05369478314,-0.01053556632,0,-0.174549907,0.07597867996,0.1672171148,-0.08456653354,-0.5210394384,-0.160333538,-0.004491655902,-0.1937355812,0.24999049,-0.6517537116,0.2340810748
50,0.0408380628,-0.0138469618,0.597593963,0.696837374,0.0390612156,0.033823741,-0.715365536,-0.264700323,-0.031081114,0.126859963,0.573220432,-0.457777262,0.0221410915,-0.712430894,-0.118393689,0.0448513515,1.08486784,-0.219287321,0.0585209429,-0.0164884292,0,-0.174549907,0.0743321776,0.166893154,-0.0863691717,-0.521842182,-0.162240073,-0.00209540036,-0.193902671,0.224986985,-0.672579348,0.234440789
51,0.04011293278,-0.01885064056,0.5973621606,0.6983782029,0.04076693561,0.03624219458,-0.713647284,-0.2598377822,-0.0298775688,0.1229366672,0.5678163766,-0.4612432718,0.0187096208,-0.7431029318,-0.112321021,0.04109188244,1.056162856,-0.2059236498,0.05741111784,-0.02347886192,0,-0.174549907,0.07330010982,0.166476673,-0.08809688984,-0.5244138838,-0.1616902884,-0.0006735718228,-0.1942576022,0.2019322126,-0.689780736,0.2350217404
52,0.03939817398,-0.0242849838,0.5969383958,0.6996908709,0.04265377012,0.03870052124,-0.712120503,-0.2547615888,-0.02861864792,0.1197139352,0.563273859,-0.4662061036,0.01593167708,-0.7703184368,-0.1051896172,0.03938285558,1.01184838,-0.1910001754,0.05467502174,-0.03072257486,0,-0.174549907,0.07255103736,0.1660473258,-0.0916947395,-0.528326714,-0.1594141664,-0.0009490041662,-0.194749239,0.1781037268,-0.7031823516,0.2339598862
53,0.03866846782,-0.03032033518,0.5962797764,0.7006929363,0.04476761134,0.04110291767,-0.7108697632,-0.2494467168,-0.02758012002,0.117580485,0.560068178,-0.4733068226,0.01451469288,-0.793629253,-0.09587884692,0.0423170909,0.9528693912,-0.1738676312,0.05191604568,-0.03774872052,0,-0.174549907,0.07182584406,0.165615636,-0.09842266728,-0.5333272698,-0.1557459294,-0.002557242522,-0.1955416198,0.1518351852,-0.7134185318,0.2293986376
54,0.03788093476,-0.0369774707,0.5953773498,0.7014781425,0.04681902619,0.043382271,-0.7098270021,-0.2428536888,-0.02610757314,0.1165390342,0.5575667022,-0.4823047042,0.01295788012,-0.8109297754,-0.0861358583,0.04517976266,0.881540465,-0.1540444228,0.0512830101,-0.04386909604,0,-0.174549907,0.07168685794,0.1655797808,-0.1094485478,-0.5396407128,-0.1519690572,-0.004373024402,-0.1964312732,0.1229533348,-0.7210921408,0.222483286
55,0.0369423889,-0.0442831106,0.594194293,0.7021759701,0.04884458301,0.04552327441,-0.7088658161,-0.235218927,-0.0243187808,0.116288893,0.555802524,-0.49277541,0.0109028062,-0.822550476,-0.0759020597,0.0482282564,0.799910128,-0.129974678,0.0517812148,-0.0493629389,0,-0.174549907,0.0722640231,0.165823817,-0.12356478,-0.546913564,-0.149284467,-0.00638097944,-0.197411209,0.0935963616,-0.725684464,0.214505687
56,0.03595447614,-0.0520772785,0.5927582504,0.7028807054,0.05093867534,0.04751797162,-0.7078884147,-0.2268896844,-0.02233729514,0.1167585418,0.5548555136,-0.5040548204,0.007616971808,-0.8296512962,-0.06508027316,0.05408832278,0.7119695426,-0.09691452388,0.04967745618,-0.05426429438,0,-0.174549907,0.0733374283,0.1664182038,-0.1395983636,-0.5547693848,-0.147030795,-0.00864315368,-0.198666355,0.06520977464,-0.7268520478,0.2074950872
